id,gender,injection_structures,injection_volume,injection_structures_volumes,injection_volume_percentages,injection_x,injection_y,injection_z,product_id,specimen_name,strain,structure_abbrev,structure_id,structure_name,transgenic_line,transgenic_line_id,id,primary_injection_structure
158840459,M,"[15, 64, 127, 149, 181, 189, 255, 362, 1113, 1120]",0.3723478248,"{15: 0.083751, 64: 0.002884, 127: 0.143477, 149: 0.006241, 181: 0.018279, 189: 0.002889, 255: 0.004357, 362: 0.023619, 1113: 0.038041, 1120: 0.00689}","{15: 0.224926, 64: 0.007747, 127: 0.385329, 149: 0.016762, 181: 0.049091, 189: 0.00776, 255: 0.011701, 362: 0.063433, 1113: 0.102165, 1120: 0.018505}",6180,4750,6000,5,BL/6-3032,C57BL/6J,AM,127,Anteromedial nucleus,,,158840459,15
146012934,M,"[295, 319, 403, 536, 639, 1105]",0.39240376,"{295: 0.024734, 319: 0.160803, 403: 0.008871, 536: 0.109056, 639: 0.003077, 1105: 0.0505}","{295: 0.063033, 319: 0.409788, 403: 0.022607, 536: 0.277919, 639: 0.007842, 1105: 0.128695}",6450,6220,8540,5,378-1371,C57BL/6J,BMA,319,Basomedial amygdalar nucleus,,,146012934,295
159021559,M,"[83, 135, 136, 235, 307, 395, 978, 1048, 1069, 1098, 1107]",1.0615487008,"{83: 0.030002, 135: 0.009222, 136: 0.180189, 235: 0.136416, 307: 0.03481, 395: 0.311137, 978: 0.176731, 1048: 0.031118, 1069: 0.006455, 1098: 0.162986, 1107: 0.148151}","{83: 0.028263, 135: 0.008687, 136: 0.169742, 235: 0.128507, 307: 0.032792, 395: 0.293097, 978: 0.166484, 1048: 0.029313, 1069: 0.006081, 1098: 0.153536, 1107: 0.139561}",11300,7000,6500,5,378-1660,C57BL/6J,MDRN,395,Medullary reticular nucleus,,,159021559,83
113887162,M,"[385, 417]",0.4078438168,"{385: 0.389503, 417: 0.017661}","{385: 0.955029, 417: 0.043302}",7900,1380,8470,5,378-1141,C57BL/6J,VISp,385,Primary visual area,,,113887162,385
272404772,M,"[329, 382, 417, 423, 463]",0.1511302688,"{329: 0.009415, 382: 0.021344, 417: 0.000976, 423: 0.019615, 463: 0.097027}","{329: 0.062295, 382: 0.141232, 417: 0.00646, 423: 0.129791, 463: 0.642012}",7180,2430,8680,5,378-1859,C57BL/6J,CA3,463,Field CA3,,,272404772,329
119847544,M,"[928, 1007, 1017, 1033, 1041]",0.0512055635,"{928: 0.000353, 1007: 0.012405, 1017: 0.004684, 1033: 0.010206, 1041: 0.018948}","{928: 0.006894, 1007: 0.24225, 1017: 0.091465, 1033: 0.199311, 1041: 0.370035}",10630,3970,8650,5,378-1197,C57BL/6J,PFL,1041,Paraflocculus,,,119847544,928
180296424,M,"[385, 409, 425, 312782574, 312782628]",0.814006032,"{385: 0.393124, 409: 0.262755, 425: 0.121746, 312782574: 0.013063, 312782628: 0.021792}","{385: 0.482949, 409: 0.322793, 425: 0.149564, 312782574: 0.016047, 312782628: 0.026772}",9290,2220,9410,5,378-1815,C57BL/6J,VISp,385,Primary visual area,,,180296424,385
142656218,M,"[502, 895, 918, 922, 312782628, 484682470]",0.1349395418,"{502: 0.007364, 895: 0.008911, 918: 0.067969, 922: 0.005403, 312782628: 0.028014, 484682470: 0.00338}","{502: 0.054574, 895: 0.066034, 918: 0.503697, 922: 0.040038, 312782628: 0.207601, 484682470: 0.025045}",9340,3430,9790,5,378-1356,C57BL/6J,ENTl,918,"Entorhinal area, lateral part",,,142656218,502
180708524,M,[1020],0.015272418,{1020: 0.015272},{1020: 1.0},7350,3930,7040,5,378-1833,C57BL/6J,PO,1020,Posterior complex of the thalamus,,,180708524,1020
558580065,F,"[918, 926]",0.2014771808,"{918: 0.079556, 926: 0.121093}","{918: 0.394865, 926: 0.601025}",9580,5630,9700,5,BL/6J-275244,C57BL/6J,ENTm,926,"Entorhinal area, medial part, dorsal zone",,,558580065,918
277480964,M,"[319, 647, 780]",0.046022711,"{319: 0.010645, 647: 0.021529, 780: 0.013848}","{319: 0.231305, 647: 0.467793, 780: 0.300887}",7910,6430,8590,5,378-1911,C57BL/6J,COAp,647,"Cortical amygdalar area, posterior part",,,277480964,319
180404418,M,"[378, 677, 1057]",0.007727080725,"{378: 0.001806, 677: 0.002153, 1057: 0.003768}","{378: 0.2337, 677: 0.278575, 1057: 0.487623}",5260,4360,9340,5,378-1821,C57BL/6J,GU,1057,Gustatory areas,,,180404418,378
129567943,M,"[202, 209, 225]",0.220826634,"{202: 0.095205, 209: 0.00829, 225: 0.115134}","{202: 0.431131, 209: 0.037543, 225: 0.521379}",11370,4530,6970,5,378-1330,C57BL/6J,SPIV,225,Spinal vestibular nucleus,,,129567943,202
175372863,M,"[23, 298, 319, 342, 403, 619, 639, 998]",0.480439512,"{23: 0.211117, 298: 0.02874, 319: 0.049594, 342: 0.018459, 403: 0.021891, 619: 0.069459, 639: 0.027157, 998: 0.004067}","{23: 0.439425, 298: 0.059821, 319: 0.103226, 342: 0.03842, 403: 0.045564, 619: 0.144573, 639: 0.056526, 998: 0.008465}",5650,6410,7580,5,378-1798,C57BL/6J,AAA,23,Anterior amygdalar area,,,175372863,23
112596790,M,"[104, 583, 985, 1057]",0.3978940336,"{104: 0.32838, 583: 0.003319, 985: 0.061039, 1057: 0.00408}","{104: 0.825295, 583: 0.008342, 985: 0.153406, 1057: 0.010254}",3620,4540,8780,5,378-1006,C57BL/6J,AId,104,"Agranular insular area, dorsal part",,,112596790,104
158373181,M,"[194, 337, 342, 403, 536, 797, 1031]",0.3082842448,"{194: 0.108879, 337: 0.01682, 342: 0.042623, 403: 0.014859, 536: 0.019965, 797: 0.003425, 1031: 0.031265}","{194: 0.353178, 337: 0.054561, 342: 0.138258, 403: 0.048199, 536: 0.064763, 797: 0.011111, 1031: 0.101415}",6650,5980,7410,5,378-1633,C57BL/6J,LHA,194,Lateral hypothalamic area,,,158373181,194
174957972,M,"[15, 38, 127, 149, 181, 189, 262, 366, 599, 797, 1077, 1113, 1120, 560581559]",1.4578457264,"{15: 0.194594, 38: 0.02724, 127: 0.054438, 149: 0.165886, 181: 0.371301, 189: 0.044796, 262: 0.079263, 366: 0.028261, 599: 0.043772, 797: 0.065849, 1077: 0.04103, 1113: 0.017946, 1120: 0.040917, 560581559: 0.068245}","{15: 0.133481, 38: 0.018685, 127: 0.037341, 149: 0.113788, 181: 0.254692, 189: 0.030728, 262: 0.05437, 366: 0.019386, 599: 0.030025, 797: 0.045169, 1077: 0.028145, 1113: 0.01231, 1120: 0.028067, 560581559: 0.046812}",6010,4350,5520,5,378-1773,C57BL/6J,RE,181,Nucleus of reuniens,,,174957972,15
157659671,M,"[56, 226, 298, 342, 596, 672, 754]",0.347583068,"{56: 0.030212, 226: 0.002959, 298: 0.005605, 342: 0.156947, 596: 0.008949, 672: 0.002904, 754: 0.128544}","{56: 0.08692, 226: 0.008512, 298: 0.016127, 342: 0.451539, 596: 0.025747, 672: 0.008356, 754: 0.369821}",4830,6680,6800,5,378-1621,C57BL/6J,SI,342,Substantia innominata,,,157659671,56
139311530,M,"[128, 214, 215, 294, 634, 795]",0.8744251488,"{128: 0.399094, 214: 0.176631, 215: 0.038445, 294: 0.107034, 634: 0.008608, 795: 0.017764}","{128: 0.456407, 214: 0.201996, 215: 0.043966, 294: 0.122405, 634: 0.009845, 795: 0.020315}",8600,3210,6350,5,378-1341,C57BL/6J,MRN,128,Midbrain reticular nucleus,,,139311530,128
114402050,M,"[429, 589508451]",0.1230446448,"{429: 0.122113, 589508451: 0.000731}","{429: 0.992428, 589508451: 0.005943}",12840,5120,7350,5,378-1187,C57BL/6J,SPVC,429,"Spinal nucleus of the trigeminal, caudal part",,,114402050,429
127909584,M,"[48, 72, 88, 133, 250, 258, 263, 266, 272, 310, 351, 515, 523, 564, 581, 914, 1109]",1.1082653008,"{48: 0.010656, 72: 0.028535, 88: 0.0279, 133: 0.007962, 250: 0.027336, 258: 0.103498, 263: 0.01655, 266: 0.097818, 272: 0.0127, 310: 0.036531, 351: 0.15597, 515: 0.176197, 523: 0.172704, 564: 0.012094, 581: 0.019081, 914: 0.006431, 1109: 0.040957}","{48: 0.009615, 72: 0.025747, 88: 0.025174, 133: 0.007184, 250: 0.024666, 258: 0.093388, 263: 0.014933, 266: 0.088262, 272: 0.01146, 310: 0.032962, 351: 0.140733, 515: 0.158984, 523: 0.155832, 564: 0.010912, 581: 0.017217, 914: 0.005802, 1109: 0.036956}",5350,6690,6000,5,378-1319,C57BL/6J,MPN,515,Medial preoptic nucleus,,,127909584,48
175072921,M,"[23, 319, 342, 403, 536, 619, 639, 1022, 1105]",0.832963544,"{23: 0.075367, 319: 0.096435, 342: 0.040457, 403: 0.22904, 536: 0.148551, 619: 0.080685, 639: 0.010465, 1022: 0.03996, 1105: 0.006043}","{23: 0.09048, 319: 0.115773, 342: 0.04857, 403: 0.274969, 536: 0.17834, 619: 0.096865, 639: 0.012563, 1022: 0.047973, 1105: 0.007255}",6170,4950,7850,5,378-1780,C57BL/6J,MEA,403,Medial amygdalar nucleus,,,175072921,23
180520257,M,"[475, 1044, 560581563]",0.03604678875,"{475: 0.025097, 1044: 0.000675, 560581563: 0.008631}","{475: 0.696232, 1044: 0.018734, 560581563: 0.239436}",8690,4060,7980,5,378-1829,C57BL/6J,MG,475,Medial geniculate complex,,,180520257,475
585051446,M,"[502, 918, 926]",0.1947015784,"{502: 0.003962, 918: 0.010529, 926: 0.179401}","{502: 0.020351, 918: 0.054078, 926: 0.921416}",9450,5210,9310,5,C57BL6J-314643,C57BL/6J,ENTm,926,"Entorhinal area, medial part, dorsal zone",,,585051446,502
272697944,M,"[985, 993]",0.3710439936,"{985: 0.358307, 993: 0.011406}","{985: 0.965673, 993: 0.030741}",3940,3410,7780,5,378-1862,C57BL/6J,MOp,985,Primary motor area,,,272697944,985
113096571,M,"[128, 294, 795]",0.469684670767021,"{128: 0.004091, 294: 0.060822, 795: 0.397199}","{128: 0.008709, 294: 0.129496, 795: 0.845672}",9050,3490,5970,5,378-1095,C57BL/6J,PAG,795,Periaqueductal gray,,,113096571,128
126861679,M,"[394, 312782546]",0.1692370428,"{394: 0.113028, 312782546: 0.055877}","{394: 0.66787, 312782546: 0.33017}",7350,1200,7320,5,378-1348,C57BL/6J,VISam,394,Anteromedial visual area,,,126861679,394
585026021,M,"[502, 918, 926]",0.2396796388,"{502: 0.003551, 918: 0.027236, 926: 0.208236}","{502: 0.014814, 918: 0.113635, 926: 0.868809}",9370,5310,9170,5,C57BL6J-314642,C57BL/6J,ENTm,926,"Entorhinal area, medial part, dorsal zone",,,585026021,502
146984209,M,"[918, 952, 961]",0.2115607144,"{918: 0.038286, 952: 0.026222, 961: 0.131587}","{918: 0.180969, 952: 0.123946, 961: 0.621982}",7400,5620,9720,5,378-1510,C57BL/6J,PIR,961,Piriform area,,,146984209,918
147214398,M,"[136, 445, 661, 852]",0.3326115688,"{136: 0.104235, 445: 0.002302, 661: 0.131268, 852: 0.091725}","{136: 0.313383, 445: 0.006922, 661: 0.394658, 852: 0.275771}",10940,6010,7040,5,378-1540,C57BL/6J,VII,661,Facial motor nucleus,,,147214398,136
156979988,M,"[7, 271, 534, 612, 621, 867, 1052, 549009215]",0.2180200316,"{7: 0.100093, 271: 0.004581, 534: 0.005104, 612: 0.040816, 621: 0.003859, 867: 0.001258, 1052: 0.001501, 549009215: 0.004168}","{7: 0.4591, 271: 0.021012, 534: 0.023413, 612: 0.187214, 621: 0.017701, 867: 0.005768, 1052: 0.006884, 549009215: 0.019117}",9580,5240,7670,5,378-1598,C57BL/6J,PSV,7,Principal sensory nucleus of the trigeminal,,,156979988,7
146858006,M,"[1002, 1027]",0.1141708428,"{1002: 0.063828, 1027: 0.049428}","{1002: 0.559057, 1027: 0.432929}",8170,2530,9650,5,378-1506,C57BL/6J,AUDp,1002,Primary auditory area,,,146858006,1002
180601025,M,"[361, 369, 718, 733, 182305689]",0.0486103716,"{361: 0.002194, 369: 0.011415, 718: 0.004761, 733: 0.01501, 182305689: 0.015023}","{361: 0.045133, 369: 0.234833, 718: 0.097937, 733: 0.308775, 182305689: 0.309058}",6670,1310,7980,5,378-1842,C57BL/6J,SSp-un,182305689,"Primary somatosensory area, unassigned",,,180601025,361
175265301,M,"[4, 136, 202, 445, 852, 867, 920, 970, 1048, 1093]",1.1634545104,"{4: 0.021696, 136: 0.365418, 202: 0.304957, 445: 0.006424, 852: 0.201963, 867: 0.017113, 920: 0.020317, 970: 0.007884, 1048: 0.114576, 1093: 0.007322}","{4: 0.018648, 136: 0.31408, 202: 0.262114, 445: 0.005522, 852: 0.173589, 867: 0.014709, 920: 0.017462, 970: 0.006776, 1048: 0.098479, 1093: 0.006293}",10910,3040,6720,5,378-1795,C57BL/6J,IRN,136,Intermediate reticular nucleus,,,175265301,4
127085717,M,"[147, 162, 280, 460, 795, 867, 898, 920]",0.0472665564,"{147: 0.002201, 162: 0.002672, 280: 0.003961, 460: 0.001557, 795: 0.000913, 867: 0.019554, 898: 0.00757, 920: 0.000318}","{147: 0.046573, 162: 0.056532, 280: 0.083802, 460: 0.032951, 795: 0.019313, 867: 0.413692, 898: 0.160163, 920: 0.006726}",10660,4020,6560,5,378-1374,C57BL/6J,PB,867,Parabrachial nucleus,,,127085717,147
640282128,M,"[502, 918, 926, 484682470]",0.30434243,"{502: 0.125954, 918: 0.016461, 926: 0.138424, 484682470: 0.005483}","{502: 0.413856, 918: 0.054086, 926: 0.454829, 484682470: 0.018016}",9540,3490,9210,5,C57BL6J_OLD-343579,C57BL/6J,ENTm,926,"Entorhinal area, medial part, dorsal zone",,,640282128,502
156930126,M,"[4, 7, 128, 146, 271, 294, 534, 612, 621, 867, 1052, 549009215]",0.6046697216,"{4: 0.011682, 7: 0.016422, 128: 0.044905, 146: 0.059628, 271: 0.021496, 294: 0.004508, 534: 0.051204, 612: 0.08594, 621: 0.012997, 867: 0.028059, 1052: 0.011352, 549009215: 0.054599}","{4: 0.01932, 7: 0.027159, 128: 0.074264, 146: 0.098613, 271: 0.03555, 294: 0.007456, 534: 0.08468, 612: 0.142128, 621: 0.021494, 867: 0.046404, 1052: 0.018773, 549009215: 0.090296}",9790,5230,7090,5,378-1589,C57BL/6J,NLL,612,Nucleus of the lateral lemniscus,,,156930126,4
175374275,M,"[118, 181, 189, 362, 366, 525, 599, 685, 741, 830, 886, 946, 980, 1077, 560581559]",0.571622685096094,"{118: 0.003262, 181: 0.023128, 189: 0.004243, 362: 0.024456, 366: 0.022948, 525: 0.006829, 599: 0.020971, 685: 0.017355, 741: 0.013996, 830: 0.074377, 886: 0.014948, 946: 0.184434, 980: 0.010687, 1077: 0.027593, 560581559: 0.004072}","{118: 0.005706, 181: 0.04046, 189: 0.007422, 362: 0.042783, 366: 0.040145, 525: 0.011946, 599: 0.036687, 685: 0.030361, 741: 0.024485, 830: 0.130115, 886: 0.026149, 946: 0.322649, 980: 0.018696, 1077: 0.048272, 560581559: 0.007124}",7150,4870,6050,5,378-1800,C57BL/6J,PH,946,Posterior hypothalamic nucleus,,,175374275,118
174583187,M,"[128, 325, 381, 385, 422, 475, 580, 797, 1029, 1044, 560581563, 563807435]",0.6327355496,"{128: 0.120146, 325: 0.010075, 381: 0.035258, 385: 0.033625, 422: 0.009162, 475: 0.014153, 580: 0.003665, 797: 0.005199, 1029: 0.023913, 1044: 0.03188, 560581563: 0.092201, 563807435: 0.024441}","{128: 0.189883, 325: 0.015923, 381: 0.055724, 385: 0.053142, 422: 0.01448, 475: 0.022368, 580: 0.005792, 797: 0.008217, 1029: 0.037792, 1044: 0.050384, 560581563: 0.145718, 563807435: 0.038627}",8590,4180,7640,5,378-1767,C57BL/6J,MRN,128,Midbrain reticular nucleus,,,174583187,128
158738180,M,"[88, 226, 263, 272, 342, 351, 515, 523, 596, 689, 1109, 576073699]",0.7360870944,"{88: 0.08355, 226: 0.109513, 263: 0.040421, 272: 0.010343, 342: 0.007187, 351: 0.045716, 515: 0.105723, 523: 0.199191, 596: 0.01848, 689: 0.021431, 1109: 0.015208, 576073699: 0.01438}","{88: 0.113506, 226: 0.148778, 263: 0.054913, 272: 0.014051, 342: 0.009764, 351: 0.062106, 515: 0.143628, 523: 0.270608, 596: 0.025106, 689: 0.029114, 1109: 0.020661, 576073699: 0.019536}",5480,6720,6050,5,BL/6-3013,C57BL/6J,MPO,523,Medial preoptic area,,,158738180,88
113553300,M,"[194, 226, 263, 342, 351, 523, 596, 689]",0.366235996,"{194: 0.011859, 226: 0.159949, 263: 0.012453, 342: 0.005362, 351: 0.002314, 523: 0.08291, 596: 0.069049, 689: 0.007884}","{194: 0.032381, 226: 0.436738, 263: 0.034002, 342: 0.014641, 351: 0.006319, 523: 0.226385, 596: 0.188538, 689: 0.021527}",5480,6690,6570,5,378-1123,C57BL/6J,LPO,226,Lateral preoptic area,,,113553300,194
112826458,M,"[106, 437, 445, 651, 852]",0.3397464392,"{106: 0.002726, 437: 0.0646, 445: 0.115226, 651: 0.025842, 852: 0.113171}","{106: 0.008024, 437: 0.190142, 445: 0.339152, 651: 0.076063, 852: 0.333105}",11310,5790,7240,5,378-1069,C57BL/6J,SPVO,445,"Spinal nucleus of the trigeminal, oral part",,,112826458,106
180720175,M,"[337, 361, 894, 985, 993]",1.015067536,"{337: 0.370159, 361: 0.010708, 894: 0.008032, 985: 0.594647, 993: 0.027626}","{337: 0.364665, 361: 0.010549, 894: 0.007912, 985: 0.58582, 993: 0.027216}",5760,820,6460,5,378-1823,C57BL/6J,MOp,985,Primary motor area,,,180720175,337
141603190,M,"[39, 993]",0.1705569068,"{39: 0.064315, 993: 0.106242}","{39: 0.377089, 993: 0.622911}",4180,2160,6300,5,378-1351,C57BL/6J,MOs,993,Secondary motor area,,,141603190,39
127349111,M,"[235, 307, 978, 1048]",0.0264664141,"{235: 0.000307, 307: 0.003334, 978: 0.013593, 1048: 0.005337}","{235: 0.011609, 307: 0.125976, 978: 0.513596, 1048: 0.201658}",11690,7010,6610,5,378-1295,C57BL/6J,PGRNl,978,"Paragigantocellular reticular nucleus, lateral part",,,127349111,235
100141563,M,"[337, 985]",0.1725958556,"{337: 0.021702, 985: 0.150013}","{337: 0.12574, 985: 0.86916}",5370,1590,7490,5,378-697,C57BL/6J,MOp,985,Primary motor area,,,100141563,337
127866392,M,[329],0.1754450684,{329: 0.175444},{329: 0.999994},7310,1890,9080,5,378-1488,C57BL/6J,SSp-bfd,329,"Primary somatosensory area, barrel field",,,127866392,329
174781014,M,"[218, 726, 1020]",0.1667998024,"{218: 0.026189, 726: 0.004291, 1020: 0.121748}","{218: 0.15701, 726: 0.025724, 1020: 0.729908}",7440,3600,6920,5,378-1771,C57BL/6J,PO,1020,Posterior complex of the thalamus,,,174781014,218
175158132,M,"[128, 294, 580]",0.30609124,"{128: 0.029348, 294: 0.227794, 580: 0.002232}","{128: 0.09588, 294: 0.744202, 580: 0.00729}",8690,2750,7620,5,378-1790,C57BL/6J,SCm,294,"Superior colliculus, motor related",,,175158132,128
121509005,M,"[35, 115, 128, 197, 214, 294, 302, 591, 795, 872, 606826663]",0.10423554645,"{35: 0.008213, 115: 0.002454, 128: 0.018873, 197: 0.000776, 214: 0.000932, 294: 0.000629, 302: 0.006227, 591: 0.008339, 795: 0.00687, 872: 0.008319, 606826663: 0.00293}","{35: 0.078794, 115: 0.023542, 128: 0.181064, 197: 0.007447, 214: 0.008944, 294: 0.006031, 302: 0.05974, 591: 0.08, 795: 0.065904, 872: 0.079811, 606826663: 0.028113}",9120,1280,5890,5,378-1246,C57BL/6J,MRN,128,Midbrain reticular nucleus,,,121509005,35
272970039,M,[726],0.006621094375,{726: 0.006577},{726: 0.993335},6220,2610,5950,5,378-1900,C57BL/6J,DG,726,Dentate gyrus,,,272970039,726
